STT;Mã;Dashboard/báo cáo;Thông tin;Mô tả;Nhóm yêu cầu;Phân loại;Đánh giá;Độ chi tiết;Nguồn;Cần phân tích?;Cần test?;DL lịch sử?;Trạng thái mapping;Mapping (nghiệp vụ);Bảng nguồn;Trường nguồn;Điều kiện dữ liệu;Câu lệnh SQL;Note;Kết quả Test;Model;DMT
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;ROE - so sánh thay đổi cùng kỳ năm trước;"ROE = (LNST/VCSH bình quân) * 100%
VCSH bình quân = (VCSH đầu kỳ + VCSH cuối kỳ)/2";Dashboard;Chỉ tiêu phái sinh;TB;Ngày, Sàn;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, (ROE_ky_nay - ROE_cung_ky) / ROE_cung_ky * 100;"Chỉ tiêu phái sinh
= (Kỳ này - Cùng kỳ năm trước) / Cùng kỳ năm trước × 100%
AND cdet.equity_listing_exch = 'HNX'
GROUP BY cdet.equity_listing_exch";"-- Chỉ tiêu phái sinh
-- = (Chỉ tiêu kỳ này - Chỉ tiêu cùng kỳ năm trước) / Chỉ tiêu cùng kỳ năm trước * 100%
-- Tính bằng cách chạy SQL tương ứng với :year và :year-1
SELECT ROUND((ky_nay.gia_tri - ck_truoc.gia_tri)
/ NULLIF(ck_truoc.gia_tri, 0) * 100, 2) AS thay_doi_pct
FROM (<SQL , :year=N>) ky_nay
CROSS JOIN (<SQL , :year=N-1>) ck_truoc";;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;Hàng Tồn Kho - so sánh thay đổi cùng kỳ năm trước;Σ Giá trị hàng tồn kho của tất cả DN trên sàn;Dashboard;Chỉ tiêu phái sinh;TB;Ngày, Sàn;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, (Hàng Tồn Kho_ky_nay - Hàng Tồn Kho_cung_ky) / Hàng Tồn Kho_cung_ky * 100;"Chỉ tiêu phái sinh
= (Kỳ này - Cùng kỳ năm trước) / Cùng kỳ năm trước × 100%
AND cdet.equity_listing_exch = 'HNX'
GROUP BY cdet.equity_listing_exch";"-- Chỉ tiêu phái sinh
-- = (Chỉ tiêu kỳ này - Chỉ tiêu cùng kỳ năm trước) / Chỉ tiêu cùng kỳ năm trước * 100%
-- Tính bằng cách chạy SQL tương ứng với :year và :year-1
SELECT ROUND((ky_nay.gia_tri - ck_truoc.gia_tri)
/ NULLIF(ck_truoc.gia_tri, 0) * 100, 2) AS thay_doi_pct
FROM (<SQL, :year=N>) ky_nay
CROSS JOIN (<SQL, :year=N-1>) ck_truoc";;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;Doanh thu - so sánh thay đổi cùng kỳ năm trước;Σ Doanh thu của tất cả DN trên sàn;Dashboard;Chỉ tiêu phái sinh;TB;Ngày, Sàn;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, (Doanh thu_ky_nay - Doanh thu_cung_ky) / Doanh thu_cung_ky * 100;"Chỉ tiêu phái sinh
= (Kỳ này - Cùng kỳ năm trước) / Cùng kỳ năm trước × 100%
AND cdet.equity_listing_exch = 'HNX'
GROUP BY cdet.equity_listing_exch";"-- Chỉ tiêu phái sinh
-- = (Chỉ tiêu kỳ này - Chỉ tiêu cùng kỳ năm trước) / Chỉ tiêu cùng kỳ năm trước * 100%
-- Tính bằng cách chạy SQL tương ứng với :year và :year-1
SELECT ROUND((ky_nay.gia_tri - ck_truoc.gia_tri)
/ NULLIF(ck_truoc.gia_tri, 0) * 100, 2) AS thay_doi_pct
FROM (<SQL , :year=N>) ky_nay
CROSS JOIN (<SQL , :year=N-1>) ck_truoc";;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;Lợi nhuận dồn tích (YTD) - so sánh thay đổi cùng kỳ năm trước;Σ LNST của tất cả DN trên sàn từ đầu năm đến kỳ báo cáo;Dashboard;Chỉ tiêu phái sinh;TB;Ngày, Sàn;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, (Lợi nhuận dồn tích YTD_ky_nay - Lợi nhuận dồn tích YTD_cung_ky) / Lợi nhuận dồn tích YTD_cung_ky * 100;"Chỉ tiêu phái sinh
= (Kỳ này - Cùng kỳ năm trước) / Cùng kỳ năm trước × 100%
AND cdet.equity_listing_exch = 'HNX'
GROUP BY cdet.equity_listing_exch";"-- Chỉ tiêu phái sinh
-- = (Chỉ tiêu kỳ này - Chỉ tiêu cùng kỳ năm trước) / Chỉ tiêu cùng kỳ năm trước * 100%
-- Tính bằng cách chạy SQL tương ứng với :year và :year-1
SELECT ROUND((ky_nay.gia_tri - ck_truoc.gia_tri)
/ NULLIF(ck_truoc.gia_tri, 0) * 100, 2) AS thay_doi_pct
FROM (<SQL , :year=N>) ky_nay
CROSS JOIN (<SQL , :year=N-1>) ck_truoc";;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;Phải thu - so sánh thay đổi cùng kỳ năm trước;Tổng phải thu = Phải thu ngắn hạn + Phải thu dài hạn;Dashboard;Chỉ tiêu phái sinh;TB;Ngày, Sàn;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, (Phải thu_ky_nay - Phải thu_cung_ky) / Phải thu_cung_ky * 100;"Chỉ tiêu phái sinh
= (Kỳ này - Cùng kỳ năm trước) / Cùng kỳ năm trước × 100%
AND cdet.equity_listing_exch = 'HNX'
GROUP BY cdet.equity_listing_exch";"-- Chỉ tiêu phái sinh
-- = (Chỉ tiêu kỳ này - Chỉ tiêu cùng kỳ năm trước) / Chỉ tiêu cùng kỳ năm trước * 100%
-- Tính bằng cách chạy SQL tương ứng với :year và :year-1
SELECT ROUND((ky_nay.gia_tri - ck_truoc.gia_tri)
/ NULLIF(ck_truoc.gia_tri, 0) * 100, 2) AS thay_doi_pct
FROM (<SQL, :year=N>) ky_nay
CROSS JOIN (<SQL , :year=N-1>) ck_truoc";;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;Tiền và tương đương tiền - so sánh thay đổi cùng kỳ năm trước;Tiền và tương đương tiền = Tiền mặt + Tiền gửi ngân hàng + Các khoản tương đương tiền;Dashboard;Chỉ tiêu phái sinh;TB;Ngày, Sàn;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, (Tiền và tương đương tiền_ky_nay - Tiền và tương đương tiền_cung_ky) / Tiền và tương đương tiền_cung_ky * 100;"Chỉ tiêu phái sinh
= (Kỳ này - Cùng kỳ năm trước) / Cùng kỳ năm trước × 100%
AND cdet.equity_listing_exch = 'HNX'
GROUP BY cdet.equity_listing_exch";"-- Chỉ tiêu phái sinh
-- = (Chỉ tiêu kỳ này - Chỉ tiêu cùng kỳ năm trước) / Chỉ tiêu cùng kỳ năm trước * 100%
-- Tính bằng cách chạy SQL tương ứng với :year và :year-1
SELECT ROUND((ky_nay.gia_tri - ck_truoc.gia_tri)
/ NULLIF(ck_truoc.gia_tri, 0) * 100, 2) AS thay_doi_pct
FROM (<SQL , :year=N>) ky_nay
CROSS JOIN (<SQL , :year=N-1>) ck_truoc";;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;Nợ/ Vốn CSH - so sánh thay đổi cùng kỳ năm trước;Tỷ lệ Nợ / Vốn chủ sở hữu = Tổng nợ phải trả / Vốn chủ sở hữu;Dashboard;Chỉ tiêu phái sinh;TB;Ngày, Sàn;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, (Nợ/Vốn CSH_ky_nay - Nợ/Vốn CSH_cung_ky) / Nợ/Vốn CSH_cung_ky * 100;"Chỉ tiêu phái sinh
= (Kỳ này - Cùng kỳ năm trước) / Cùng kỳ năm trước × 100%
AND cdet.equity_listing_exch = 'HNX'
GROUP BY cdet.equity_listing_exch";"-- Chỉ tiêu phái sinh
-- = (Chỉ tiêu kỳ này - Chỉ tiêu cùng kỳ năm trước) / Chỉ tiêu cùng kỳ năm trước * 100%
-- Tính bằng cách chạy SQL tương ứng với :year và :year-1
SELECT ROUND((ky_nay.gia_tri - ck_truoc.gia_tri)
/ NULLIF(ck_truoc.gia_tri, 0) * 100, 2) AS thay_doi_pct
FROM (<SQL, :year=N>) ky_nay
CROSS JOIN (<SQL, :year=N-1>) ck_truoc";;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;Ngành;Phân loại ngành lấy từ IDS;Dashboard;Chiều;Trùng;Ngày, Sàn, Ngành;IDS - GSĐC;;;;Done;;Đã thực hiện ở dòng 88;;;;;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;Tổng tài sản - theo ngành;Σ Tổng tài sản của tất cả DN trên sàn;Dashboard;Chỉ tiêu cơ sở;TB;Ngày, Sàn, Ngành;IDS - GSĐC;x;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, cdet.category_l1_id, SUM(d.data_value) AS tong_tai_san;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='270')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='270')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='300'))
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";"SELECT cdet.category_l1_id, cdet.equity_listing_exch, SUM(d.data_value) AS tong_tai_san
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
JOIN IDS.company_detail cdet ON cdet.company_profile_id=cd.company_profile_id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc IN ('270'))
OR (rc.enterprise_type_cd='bh' AND rr.row_desc IN ('270'))
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('300')))
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;Nợ Phải Trả - theo ngành;Σ Nợ Phải Trả của tất cả DN trên sàn;Dashboard;Chỉ tiêu cơ sở;TB;Ngày, Sàn, Ngành;IDS - GSĐC;x;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, cdet.category_l1_id, SUM(d.data_value) AS no_phai_tra;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='300')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='300')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='400'))
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";"SELECT cdet.category_l1_id, cdet.equity_listing_exch, SUM(d.data_value) AS no_phai_tra
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
JOIN IDS.company_detail cdet ON cdet.company_profile_id=cd.company_profile_id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc IN ('300'))
OR (rc.enterprise_type_cd='bh' AND rr.row_desc IN ('300'))
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('400')))
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;Vốn CSH - theo ngành;Σ VCSH của tất cả các DN trên sàn;Dashboard;Chỉ tiêu cơ sở;TB;Ngày, Sàn, Ngành;IDS - GSĐC;x;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, cdet.category_l1_id, SUM(d.data_value) AS vcsh;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='400')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='400')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='500'))
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";"SELECT cdet.category_l1_id, cdet.equity_listing_exch, SUM(d.data_value) AS vcsh
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
JOIN IDS.company_detail cdet ON cdet.company_profile_id=cd.company_profile_id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc IN ('400'))
OR (rc.enterprise_type_cd='bh' AND rr.row_desc IN ('400'))
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('500')))
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;Vốn điều lệ - theo ngành;Σ Vốn điều lệ, Vốn góp của chủ sở hữu của tất cả DN trên sàn;Dashboard;Chỉ tiêu cơ sở;TB;Ngày, Sàn, Ngành;IDS - GSĐC;x;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, cdet.category_l1_id, SUM(d.data_value) AS von_dieu_le;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='411')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='411')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='411'))
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";"SELECT cdet.category_l1_id, cdet.equity_listing_exch, SUM(d.data_value) AS von_dieu_le
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
JOIN IDS.company_detail cdet ON cdet.company_profile_id=cd.company_profile_id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc IN ('411'))
OR (rc.enterprise_type_cd='bh' AND rr.row_desc IN ('411'))
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('411')))
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;Lợi nhuận sau thuế - theo ngành;Σ Lợi nhuận sau thuế của tất cả DN trên sàn;Dashboard;Chỉ tiêu cơ sở;TB;Ngày, Sàn, Ngành;IDS - GSĐC;x;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, cdet.category_l1_id, SUM(d.data_value) AS lnst;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCKQKD%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='21'))
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";"SELECT cdet.category_l1_id, cdet.equity_listing_exch, SUM(d.data_value) AS lnst
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
JOIN IDS.company_detail cdet ON cdet.company_profile_id=cd.company_profile_id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCKQKD%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc IN ('60'))
OR (rc.enterprise_type_cd='bh' AND rr.row_desc IN ('60'))
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('21')))
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;ROA - theo ngành;"ROE = (LNST/Tổng tài sản bình quân) * 100%
Tổng tài sản bình quân = (Tổng tài sản đầu kỳ + Tổng tài sản cuối kỳ)/2";Dashboard;Chỉ tiêu cơ sở;TB;Ngày, Sàn, Ngành;IDS - GSĐC;x;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, cdet.category_l1_id, SUM(lnst) / SUM(TSBQ) * 100 AS roa_pct;"Chỉ tiêu phái sinh
= LNST / TSBQ * 100%
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";"-- ROA = LNST / Tổng tài sản bình quân * 100%
-- TSBQ = (TS đầu kỳ + TS cuối kỳ) / 2
WITH ts_bq AS (
SELECT cd.company_profile_id,
SUM(CASE WHEN rc2.col_desc = '2' THEN d.data_value ELSE 0 END) AS ts_dau,
SUM(CASE WHEN rc2.col_desc = '1' THEN d.data_value ELSE 0 END) AS ts_cuoi
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE cd.report_year=:year AND cd.report_quarter=:quarter
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='270')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='270')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='300'))
GROUP BY cd.company_profile_id
), lnst AS (
SELECT cd.company_profile_id, SUM(d.data_value) AS lnst
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCKQKD%' AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='21'))
GROUP BY cd.company_profile_id
)
SELECT cdet.category_l1_id, cdet.equity_listing_exch, SUM(l.lnst) / NULLIF(SUM(
CASE WHEN t.ts_dau IS NULL THEN t.ts_cuoi
WHEN t.ts_cuoi IS NULL THEN t.ts_dau
ELSE (t.ts_dau+t.ts_cuoi)/2 END),0)*100 AS roa_pct
FROM ts_bq t JOIN lnst l ON l.company_profile_id=t.company_profile_id
JOIN IDS.company_detail cdet ON cdet.company_profile_id=t.company_profile_id
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;ROE - theo ngành;"ROE = (LNST/VCSH bình quân) * 100%
VCSH bình quân = (VCSH đầu kỳ + VCSH cuối kỳ)/2";Dashboard;Chỉ tiêu cơ sở;TB;Ngày, Sàn, Ngành;IDS - GSĐC;x;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, cdet.category_l1_id, SUM(lnst) / SUM(VCSHBQ) * 100 AS roe_pct;"Chỉ tiêu phái sinh
= LNST / VCSHBQ * 100%
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";"-- ROA = LNST / VCSH bình quân * 100%
-- VCSHBQ = (TS đầu kỳ + TS cuối kỳ) / 2
WITH ts_bq AS (
SELECT cd.company_profile_id,
SUM(CASE WHEN rc2.col_desc = '2' THEN d.data_value ELSE 0 END) AS vcsh_dau,
SUM(CASE WHEN rc2.col_desc = '1' THEN d.data_value ELSE 0 END) AS vcsh_cuoi
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE cd.report_year=:year AND cd.report_quarter=:quarter
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='400')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='D')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='500'))
GROUP BY cd.company_profile_id
), lnst AS (
SELECT cd.company_profile_id, SUM(d.data_value) AS lnst
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCKQKD%' AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='21'))
GROUP BY cd.company_profile_id
)
SELECT cdet.category_l1_id, cdet.equity_listing_exch, SUM(l.lnst) / NULLIF(SUM(
CASE WHEN t.vcsh_dau IS NULL THEN t.vcsh_cuoi
WHEN t.vcsh_cuoi IS NULL THEN t.vcsh_dau
ELSE (t.vcsh_dau+t.vcsh_cuoi)/2 END),0)*100 AS roe_pct
FROM ts_bq t JOIN lnst l ON l.company_profile_id=t.company_profile_id
JOIN IDS.company_detail cdet ON cdet.company_profile_id=t.company_profile_id
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";;;;
13;;Dashboard Giám sát tổng hợp theo sàn HNX -Tổng hợp chỉ tiêu tài chính & thống kê ngành;Hàng Tồn Kho - theo ngành;Σ Giá trị hàng tồn kho của tất cả DN trên sàn;Dashboard;Chỉ tiêu cơ sở;TB;Ngày, Sàn, Ngành;IDS - GSĐC;x;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd),
IDS.company_detail (cdet)";cdet.equity_listing_exch, cdet.category_l1_id, SUM(d.data_value) AS hang_ton_kho;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='140')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='140'))
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";"SELECT cdet.category_l1_id, cdet.equity_listing_exch, SUM(d.data_value) AS hang_ton_kho
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
JOIN IDS.company_detail cdet ON cdet.company_profile_id=cd.company_profile_id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='140')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='140'))
AND cdet.equity_listing_exch = 'HNX' 
GROUP BY cdet.category_l1_id, cdet.equity_listing_exch";;;;
