id,category,name,description,description_vi,tags,classifications,related_terms,part_of_terms,type_of_terms,secondary_categories,custom_data_type,data_classes
7347,Arrangement,Import / Export Trade Indicator,"Where the Letter Of Credit relates to trade, indicates the direction of the trade involved._x000D_
_x000D_
* Domain *_x000D_
 I - Import_x000D_
 E - Export.","[Auto Translated] Trường hợp Thư tín dụng liên quan đến thương mại, cho biết hướng giao dịch liên quan._x000D_
_x000D_
* Tên miền *_x000D_
 Tôi - Nhập_x000D_
 E - Xuất khẩu.",property,,,Business Core Vocabulary >> Arrangement >> Letter Of Credit Arrangement,,Business Scopes >> Financial Markets (FM); Business Scopes >> Financial Markets (FM) >> Financial Markets Funding,Reference Data,
7348,Arrangement,Obligated Involved Party,"Identifies an Involved Party who has an obligation to make a payment of currency, a delivery of a financial instrument or a delivery of property in respect of a contractual arrangement.","[Auto Translated] Xác định một Bên liên quan có nghĩa vụ thanh toán bằng tiền, giao công cụ tài chính hoặc giao tài sản theo thỏa thuận hợp đồng.",property,Personal Information,Business Core Vocabulary >> Involved Party >> Involved Party,Business Core Vocabulary >> Arrangement >> Account Facility Finance Service Arrangement; Business Core Vocabulary >> Arrangement >> Asset Securitization Arrangement; Business Core Vocabulary >> Arrangement >> Trading Account Arrangement; Business Core Vocabulary >> Arrangement >> Financial Instrument Arrangement; Business Core Vocabulary >> Arrangement >> Finance Service Arrangement; Business Core Vocabulary >> Arrangement >> Settlement Account Arrangement,,Business Scopes >> Alignment Scopes >> FIBO Alignment Scope; Business Scopes >> Credit Risk Mitigation; Business Scopes >> Data Privacy >> Personal Data >> Finance; Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Further Definition Of Swaps Security-Based Swaps 17 CFR Alignment Scope; Business Scopes >> Credit Cards; Business Scopes >> Loans And Mortgages; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Trading Book Incremental Risk Alignment Scope,Relationship,
7349,Arrangement,Advance Repayment Entitlement,The Servicer of a Liquidity Facility Arrangement is entitled to reimbursement of any cash advances made.,[Auto Translated] Người quản lý Thỏa thuận Cơ sở Thanh khoản có quyền được hoàn trả bất kỳ khoản tạm ứng tiền mặt nào đã thực hiện.,concept,,,,Business Core Vocabulary >> Arrangement >> Liquidity Facility Arrangement,,,
7350,Arrangement,Payment Card Number Component Check Digit,"Identifies the Check Digit Number as a component of the Payment Card number. For example, the last digit in the Payment Card Number is a check digit, calculated using a specified check digit algorithm.","[Auto Translated] Xác định Số Kiểm tra là một thành phần của số Thẻ Thanh toán. Ví dụ: chữ số cuối cùng trong Số thẻ thanh toán là số kiểm tra, được tính bằng thuật toán số kiểm tra được chỉ định.",property,Sensitive Personal Information,,Business Core Vocabulary >> Documentation >> Payment Card,,Business Scopes >> Payments Data; Business Scopes >> Payment Cards; Business Scopes >> Data Privacy >> Personal Data >> Finance; Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> Credit Cards,String,
7351,Arrangement,Arrangement Guaranteed Involved Party,"Identifies an Involved Party, who under defined circumstances, has their financial responsibilities towards other Involved Parties accepted; for example, N. O. Doe Is Guaranteed In an Arrangement (where John Doe cosigns for his son, N. O. Doe).","[Auto Translated] Xác định một Bên liên quan, trong những trường hợp xác định, có trách nhiệm tài chính đối với các Bên liên quan khác được chấp nhận; ví dụ: N. O. Doe được đảm bảo trong một thỏa thuận (nơi John Doe đồng ký tên cho con trai ông, N. O. Doe).",property,Personal Information,Business Core Vocabulary >> Involved Party >> Involved Party,Business Core Vocabulary >> Arrangement >> Guarantee Arrangement,,Business Scopes >> Credit Risk Mitigation; Business Scopes >> Data Privacy >> Personal Data >> Finance; Business Scopes >> Financial Markets (FM); Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> Credit Risk Mitigation Financial Review; Business Scopes >> Financial Markets (FM) >> Financial Markets Funding; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Further Definition Of Swaps Security-Based Swaps 17 CFR Alignment Scope; Business Scopes >> Loans And Mortgages; Business Scopes >> Mortgages; Business Scopes >> Asset Securitization,Relationship,
7352,Arrangement,Arrangement Resale Potential,"Distinguishes between Arrangements according to their potential for resale, for example depending on whether any impediment exists preventing the resale of the Arrangement.","[Auto Translated] Phân biệt giữa các Thỏa thuận theo khả năng bán lại của chúng, ví dụ: tùy thuộc vào việc có tồn tại bất kỳ trở ngại nào ngăn cản việc bán lại Thỏa thuận hay không.",property,,,Business Core Vocabulary >> Arrangement >> Product Arrangement,,Business Scopes >> Investment Banking; Business Scopes >> Credit Cards; Business Scopes >> Loans And Mortgages; Business Scopes >> Credit Risk Mitigation,Reference Data,
7353,Arrangement,Shadow Credit Limit Amount,Identifies the maximum credit amount available on the Arrangement in a statement cycle. This amount is not advertised to the Customer and can exceed the advertised Customer Credit Limit Amount to include additional charges such as the application of interest and fees.,[Auto Translated] Xác định số tiền tín dụng tối đa có sẵn trên Thỏa thuận trong chu kỳ sao kê. Số tiền này không được quảng cáo cho Khách hàng và có thể vượt quá Số tiền Hạn mức Tín dụng Khách hàng được quảng cáo để bao gồm các khoản phí bổ sung như áp dụng lãi suất và phí.,property,,,Business Core Vocabulary >> Arrangement >> Line Of Credit Arrangement,,Business Scopes >> Financial Markets (FM); Business Scopes >> Alignment Scopes >> CCAR Alignment Scope; Business Scopes >> Credit Cards; Business Scopes >> Financial Markets (FM) >> Financial Markets Funding,Monetary Amount,
7354,Arrangement,Outstanding Balance Amount,"The remaining amount owed for an Arrangement, inclusive of principal balance of the Arrangement, interest and other charges such as fees.  For example, the total outstanding balance on a Mortgage Arrangement.","[Auto Translated] Số tiền còn nợ trong Thỏa thuận, bao gồm số dư gốc của Thỏa thuận, tiền lãi và các khoản phí khác như phí.  Ví dụ: tổng số dư chưa thanh toán của Thỏa thuận thế chấp.",property,,,Business Core Vocabulary >> Arrangement >> Insurance Arrangement; Business Core Vocabulary >> Arrangement >> Finance Service Arrangement,,Business Scopes >> Alignment Scopes >> Algorithmics Alignment Scope; Business Scopes >> Credit Risk Mitigation; Business Scopes >> Alignment Scopes >> CCAR Alignment Scope; Business Scopes >> Credit Cards; Business Scopes >> Loans And Mortgages,Monetary Amount,
7355,Arrangement,Arrangement Life Cycle Status Date,"Identifies a calendar date associated with a change in Arrangement Life Cycle Status; for example, Date Arrangement Opened, Date Arrangement Closed.","[Auto Translated] Xác định ngày theo lịch liên quan đến thay đổi trong Trạng thái Vòng đời Sắp xếp; ví dụ: Sắp xếp ngày đã mở, Sắp xếp ngày đã đóng.",property,,,Business Core Vocabulary >> Arrangement >> Arrangement,,Business Scopes >> Investment Banking; Business Scopes >> Alignment Scopes >> Algorithmics Alignment Scope; Business Scopes >> Credit Risk Mitigation; Business Scopes >> Transaction Management; Business Scopes >> Alignment Scopes >> CCAR Alignment Scope; Business Scopes >> AML Suspicious Transactions; Business Scopes >> Credit Risk Mitigation Financial Review; Business Scopes >> Credit Cards; Business Scopes >> Customer View; Business Scopes >> Alignment Scopes >> Basel Disclosures Alignment Scope; Business Scopes >> Loans And Mortgages; Business Scopes >> Mortgages; Business Scopes >> Data Protection; Business Scopes >> Systemic Risk; Business Scopes >> Customer View >> Know Your Customer (KYC); Business Scopes >> Data Protection >> Data Protection View,Date,
7356,Arrangement,Trading Arrangement Book Flag,"Defines the Trading Arrangement as a Trading Book. Traders and market makers involved with proprietary trading (i.e. trading on a principal basis) within a Financial Organization are responsible for the profitability of their particular trading portfolio (typically referred to as a trading book), which may be operated by an individual or by a small team of traders or market makers. Each trading book contains a number of individual securities in which the trader or market maker trades; the trading book contains the primary record of a trader's current and historic trades and trading positions.","[Auto Translated] Xác định Thỏa thuận giao dịch dưới dạng Sổ giao dịch. Các thương nhân và nhà tạo lập thị trường liên quan đến giao dịch độc quyền (tức là giao dịch trên cơ sở chính) trong Tổ chức Tài chính chịu trách nhiệm về lợi nhuận của danh mục giao dịch cụ thể của họ (thường được gọi là sổ giao dịch), có thể được điều hành bởi một cá nhân hoặc bởi một nhóm nhỏ các nhà giao dịch hoặc nhà tạo lập thị trường. Mỗi sổ giao dịch chứa một số chứng khoán riêng lẻ mà nhà giao dịch hoặc nhà tạo lập thị trường giao dịch; sổ giao dịch chứa hồ sơ chính về các giao dịch và vị thế giao dịch hiện tại và lịch sử của nhà giao dịch.",property,,,Business Core Vocabulary >> Arrangement >> Trading Account Arrangement,,,Boolean,
7357,Arrangement,Third Party Letter Of Credit,"For issuers with credit ratings below the level sought for the security issued, a third party may provide a letter of credit to cover a certain amount of loss or percentage of losses. Draws on the letter of credit protection are often repaid (if possible) from excess cash flows from the securitized portfolio.","[Auto Translated] Đối với các tổ chức phát hành có xếp hạng tín dụng dưới mức yêu cầu đối với chứng khoán được phát hành, bên thứ ba có thể cung cấp thư tín dụng để bù đắp một khoản tổn thất hoặc phần trăm tổn thất nhất định. Các khoản rút ra từ thư bảo đảm tín dụng thường được hoàn trả (nếu có thể) từ dòng tiền dư thừa từ danh mục đầu tư được chứng khoán hóa.",concept,,,,Business Core Vocabulary >> Arrangement >> External Credit Enhancement,Business Scopes >> Asset Securitization,,
