id,code,name,description,description_vi,ref_set_id
502,Treasurer,Treasurer,"Identifies an Employment Position that is responsible for the safety and deployment of funds; for example, placing funds in various markets and ensuring that borrowing and lending, buying and selling of funds, within a certain portfolio, are matched.","[Auto] Xác định một Vị trí Việc làm chịu trách nhiệm về sự an toàn và triển khai quỹ; ví dụ: đặt tiền vào các thị trường khác nhau và đảm bảo rằng việc vay và cho vay, mua và bán tiền trong một danh mục đầu tư nhất định là phù hợp.",2e0be9f4-2114-40b5-926c-a3f0e1352a7a
503,Legal Officer,Legal Officer,Identifies an Employment Position where the employee is responsible for validating the legality of an Arrangement.,[Auto] Xác định Vị trí Việc làm trong đó nhân viên chịu trách nhiệm xác thực tính hợp pháp của Thỏa thuận.,2e0be9f4-2114-40b5-926c-a3f0e1352a7a
504,Bank Officer,Bank Officer,"Identifies an Employment Position where the employee holds a position of authority and is responsible for resources such as employees, funds and records.

A Bank Officer may perform particular activities such as the authorization of the payment of funds or reconciliation of the Financial Institutions Accounting Units.","[Auto] Xác định một Vị trí Việc làm trong đó nhân viên giữ một vị trí có thẩm quyền và chịu trách nhiệm về các nguồn lực như nhân viên, quỹ và hồ sơ.

Cán bộ Ngân hàng có thể thực hiện các hoạt động cụ thể như ủy quyền thanh toán tiền hoặc đối chiếu Đơn vị Kế toán của Tổ chức Tài chính.",2e0be9f4-2114-40b5-926c-a3f0e1352a7a
505,Marketing Manager,Marketing Manager,"Identifies an Employment Position that is responsible for making major marketing decisions within the Marketing Department; for example, identifying new market opportunities, improving product marketing within Financial Institutions.","[Auto] Xác định một Vị trí Việc làm chịu trách nhiệm đưa ra các quyết định tiếp thị quan trọng trong Phòng Tiếp thị; ví dụ: xác định các cơ hội thị trường mới, cải thiện hoạt động tiếp thị sản phẩm trong các Tổ chức Tài chính.",2e0be9f4-2114-40b5-926c-a3f0e1352a7a
506,Financial Accountant,Financial Accountant,"Identifies an Employment Position that is responsible for recording the financial transactions of a business; for example, the production of final accounts and balance sheets at regular intervals.","[Auto] Xác định một Vị trí Việc làm chịu trách nhiệm ghi lại các giao dịch tài chính của một doanh nghiệp; ví dụ, việc lập các tài khoản cuối cùng và bảng cân đối kế toán đều đặn.",2e0be9f4-2114-40b5-926c-a3f0e1352a7a
507,Cleaner,Cleaner,Identifies an employment position where the employee is a cleaner.,[Auto] Xác định một vị trí việc làm mà nhân viên đó là người dọn dẹp.,2e0be9f4-2114-40b5-926c-a3f0e1352a7a
508,Financial Planner,Financial Planner,"Identifies an Employment Position whose responsibility is to look at all aspects of a client's lifestyle, goals and requirements, in order to develop a financial strategy suitable for that client.","[Auto] Xác định một Vị trí Việc làm có trách nhiệm xem xét tất cả các khía cạnh trong lối sống, mục tiêu và yêu cầu của khách hàng để phát triển chiến lược tài chính phù hợp với khách hàng đó.",2e0be9f4-2114-40b5-926c-a3f0e1352a7a
509,Contact Center Operator,Contact Center Operator,Identifies an Employment Position in which an individual sends outgoing communications or fields incoming communications on behalf of a company or organization. A customer facing representative.,[Auto] Xác định một Vị trí Việc làm trong đó một cá nhân gửi thông tin liên lạc đi hoặc nhận thông tin liên lạc đến thay mặt cho một công ty hoặc tổ chức. Một đại diện đối mặt với khách hàng.,2e0be9f4-2114-40b5-926c-a3f0e1352a7a
510,Loan Officer,Loan Officer,"Identifies an Employment Position where the employee is responsible for loan application processing, decision making and collection work.","[Auto] Xác định một Vị trí Việc làm trong đó nhân viên chịu trách nhiệm xử lý đơn xin vay, ra quyết định và công việc thu nợ.",2e0be9f4-2114-40b5-926c-a3f0e1352a7a
511,Credit Specialist,Credit Specialist,A Credit Specialist is responsible for assessing the credit worthiness of a Party to whom the Financial Institution is considering extending credit.,[Auto] Chuyên gia Tín dụng có trách nhiệm đánh giá mức độ tín nhiệm của một Bên mà Tổ chức Tài chính đang xem xét cấp tín dụng.,2e0be9f4-2114-40b5-926c-a3f0e1352a7a
512,President,President,Identifies an Employment Position where the employee is the President of the organization.,[Auto] Xác định một Vị trí Việc làm trong đó nhân viên là Chủ tịch của tổ chức.,2e0be9f4-2114-40b5-926c-a3f0e1352a7a
513,Foreign Exchange Dealer,Foreign Exchange Dealer,"Identifies an Employment Position that is responsible for operating on the foreign exchange market for a principal, whether a financial institution, a bank, or a government.","[Auto] Xác định Vị trí Việc làm chịu trách nhiệm vận hành trên thị trường ngoại hối cho người đứng đầu, cho dù là tổ chức tài chính, ngân hàng hay chính phủ.",2e0be9f4-2114-40b5-926c-a3f0e1352a7a
514,Investment Advisor,Investment Advisor,"Identifies an Employment Position that advises, for a fee, institutions or Individuals in respect of investment.",[Auto] Xác định một Vị trí Việc làm tư vấn cho các tổ chức hoặc Cá nhân về đầu tư với một khoản phí.,2e0be9f4-2114-40b5-926c-a3f0e1352a7a
515,Teller,Teller,Identifies an Employment Position that involves the handling of a Customer's monetary transactions.,[Auto] Xác định Vị trí Việc làm liên quan đến việc xử lý các giao dịch tiền tệ của Khách hàng.,2e0be9f4-2114-40b5-926c-a3f0e1352a7a
516,Branch Manager,Branch Manager,"Identifies an Employment Position that is responsible for the operations of a particular Branch of a Financial Institution; for example, one of a Branch Manager's responsibilities is the issuance of loans exceeding a certain amount.",[Auto] Xác định một Vị trí Việc làm chịu trách nhiệm về hoạt động của một Chi nhánh cụ thể của Tổ chức Tài chính; ví dụ: một trong những trách nhiệm của Giám đốc chi nhánh là phát hành các khoản vay vượt quá một số tiền nhất định.,2e0be9f4-2114-40b5-926c-a3f0e1352a7a
517,Executive Officer,Executive Officer,Identifies an Employment Position where the employee is responsible for policy making function in an organization or organization unit.,[Auto] Xác định một Vị trí Việc làm trong đó nhân viên chịu trách nhiệm về chức năng hoạch định chính sách trong một tổ chức hoặc đơn vị tổ chức.,2e0be9f4-2114-40b5-926c-a3f0e1352a7a
518,Customer Service Representative,Customer Service Representative,"Identifies an Employment Position that is responsible for providing, on a regular basis, face to face service to customers.",[Auto] Xác định một Vị trí Việc làm chịu trách nhiệm cung cấp dịch vụ trực tiếp một cách thường xuyên cho khách hàng.,2e0be9f4-2114-40b5-926c-a3f0e1352a7a
519,Director,Director,Identifies an Employment Position where the employee is responsible for leading or managing an organization or organization unit.,[Auto] Xác định một Vị trí Việc làm trong đó nhân viên chịu trách nhiệm lãnh đạo hoặc quản lý một tổ chức hoặc đơn vị tổ chức.,2e0be9f4-2114-40b5-926c-a3f0e1352a7a
520,Accountant,Accountant,Identifies an Employment Position that maintain books and records on behalf of institutions. Primary consideration here is the Fund Accountant hired by Funds and/or their Sponsors and often the same company as the Custodian. This category can include Audit companies among others.,[Auto] Xác định một Vị trí Việc làm duy trì sổ sách và hồ sơ thay mặt cho các tổ chức. Việc xem xét chính ở đây là Kế toán Quỹ được các Quỹ và/hoặc Nhà tài trợ của họ thuê và thường là cùng một công ty với Người giám sát. Danh mục này có thể bao gồm các công ty kiểm toán và những công ty khác.,2e0be9f4-2114-40b5-926c-a3f0e1352a7a
521,Assistant Director,Assistant Director,Identifies an Employment Position that represents the management position immediately subordinate to that of the director. In the absence of the director the assistant director may have to perform the duties of the director.,"[Auto] Xác định một Vị trí Việc làm đại diện cho vị trí quản lý trực tiếp phụ thuộc vào vị trí của giám đốc. Khi Giám đốc vắng mặt, Phó Giám đốc có thể phải thực hiện nhiệm vụ của Giám đốc.",2e0be9f4-2114-40b5-926c-a3f0e1352a7a
522,Systems Analyst,Systems Analyst,"Identifies an Employment Position that involves studying the requirements and challenges of a system, and designing solutions for them.",[Auto] Xác định một Vị trí Việc làm liên quan đến việc nghiên cứu các yêu cầu và thách thức của hệ thống cũng như thiết kế các giải pháp cho chúng.,2e0be9f4-2114-40b5-926c-a3f0e1352a7a
523,Instructing Agent,Instructing Agent,Settlement is done by the agent instructing and forwarding the payment to the next party in the payment chain.,[Auto] Việc thanh toán được thực hiện bởi đại lý hướng dẫn và chuyển khoản thanh toán cho bên tiếp theo trong chuỗi thanh toán.,2e1ddc38-2a59-4906-8696-dfae109a26a6
524,Instructed Agent,Instructed Agent,Settlement is done by the agent instructed to execute a payment instruction.,[Auto] Việc thanh toán được thực hiện bởi đại lý được hướng dẫn thực hiện chỉ thị thanh toán.,2e1ddc38-2a59-4906-8696-dfae109a26a6
525,Cover Method,Cover Method,Settlement is done through a cover payment.,[Auto] Việc giải quyết được thực hiện thông qua thanh toán bảo đảm.,2e1ddc38-2a59-4906-8696-dfae109a26a6
526,Clearing System,Clearing System,Settlement is done through a payment clearing system.,[Auto] Việc thanh toán được thực hiện thông qua hệ thống thanh toán bù trừ.,2e1ddc38-2a59-4906-8696-dfae109a26a6
