id,source_category,source_term,relationship_type,target_category,target_term
1845,Business Activity,Campaign Deliverable Amount,part_of,Business Activity,Campaign
1846,Business Activity,Campaign Deliverable Amount,part_of,Relationship Marketing,Campaign Analysis
1847,Business Activity,Visit End Time,part_of,Business Activity,Website Visit
1848,Business Activity,Price Purpose,part_of,Business Activity,Price Activity
1849,Business Activity,Next Step Date,part_of,Business Activity,Campaign
1850,Business Activity,Test Execution End Date,part_of,Business Activity,Model Test
1851,Business Activity,Value At Risk Date,part_of,Business Activity,Value At Risk (VaR) Model Test
1852,Business Activity,Page Visit Type,part_of,Business Activity,Website Visit
1853,Business Activity,Instrument Price Quantity,part_of,Business Activity,Price Activity
1854,Business Activity,Activity Fee Amount,part_of,Business Activity,Business Activity
1855,Business Activity,Product Activity Maturity Date,part_of,Business Activity,Product Activity
1856,Business Activity,Period Of Shipment,part_of,Business Activity,Property Activity
1857,Business Activity,Period Of Shipment,part_of,Business Activity,Delivery Activity
1858,Business Activity,Period Of Shipment,part_of,Business Activity,Service Operation
1859,Business Activity,Value At Risk (VaR) Model Test Type,part_of,Business Activity,Value At Risk (VaR) Model Test
1860,Business Activity,Corporate Action Final Close Date,part_of,Business Activity,Corporate Action
1861,Business Activity,Final Close Date,part_of,Business Activity,Corporate Action
1862,Business Activity,Model Test Type,part_of,Business Activity,Model Test
1863,Business Activity,Instrument Benefit Price,part_of,Business Activity,Price Activity
1864,Business Activity,Corporate Action Effective Date,part_of,Business Activity,Corporate Action
1865,Business Activity,Business Activity Referral Involved Party,related,Involved Party,Involved Party
1866,Business Activity,Business Activity Referral Involved Party,part_of,Business Activity,Business Activity
1867,Business Activity,Date Of Effective Maturity,part_of,Business Activity,Business Activity
1868,Business Activity,Property Value,part_of,Business Activity,Property Valuation Activity
1869,Business Activity,Instigating Transaction For Business Activity,related,Transaction,Transaction
1870,Business Activity,Instigating Transaction For Business Activity,part_of,Business Activity,Business Activity
1871,Business Activity,Suspicious Business Activity Start Timestamp,part_of,Business Activity,Conduct Violation
1872,Business Activity,Suspicious Business Activity Start Timestamp,part_of,Business Activity,Operating Activity
1873,Business Activity,Suspicious Business Activity Start Timestamp,part_of,Business Activity,Arrangement Activity
1874,Business Activity,Suspicious Business Activity Start Timestamp,part_of,Business Activity,Entry Activity
1875,Business Activity,Suspicious Business Activity Start Timestamp,part_of,Business Activity,Product Activity
1876,Business Activity,Suspicious Business Activity Start Timestamp,part_of,Business Activity,Audit Investigation
1877,Business Activity,Business Activity Purpose,part_of,Business Activity,Business Activity
1878,Business Activity,Business Activity,related,Documentation,Documents Business Activity
1879,Business Activity,Business Activity,related,Transaction,Contingent Business Activity For Transaction
1880,Business Activity,Business Activity,related,Business Direction,Business Direction Results From Business Activity
1881,Business Activity,Business Activity,related,Business Activity,Replaced Business Activity
1882,Business Activity,Business Activity,related,Business Activity,Agent Business Activity
1883,Business Activity,Business Activity,related,Transaction,Instigating Business Activity For Transaction
1884,Business Activity,Business Activity,related,Business Activity,Instigating Business Activity For Business Activity
1885,Business Activity,Business Activity,related,Event,Instigating Business Activity For Event
1886,Business Activity,Business Activity,related,Business Activity,Identified Business Activity
1887,Business Activity,Business Activity,related,Business Activity,Duplicate Business Activity
1888,Business Activity,Business Activity,related,Transaction,Cost Allocation Business Activity
1889,Business Activity,Business Activity,related,Group,Business Activity Group Member
1890,Business Activity,Business Activity,related,Business Activity,Alternative Business Activity
1891,Business Activity,Business Activity,related,Business Activity,Contained Business Activity
1892,Business Activity,Business Activity,related,Communication,Instigating Business Activity For Communication
1893,Business Activity,Instigating Event For Business Activity,related,Event,Event
1894,Business Activity,Instigating Event For Business Activity,part_of,Business Activity,Business Activity
1895,Business Activity,Segment Cost Amount,part_of,Business Activity,Campaign Activity
1896,Business Activity,Cap Price Use,part_of,Business Activity,Price Activity
1897,Business Activity,Product Activity Schedule Sequence Number,part_of,Business Direction,Product Activity Schedule
1898,Business Activity,Product Activity Type,part_of,Business Activity,Product Activity
1899,Business Activity,Business Activity Maintains Property,related,Property,Property
1900,Business Activity,Business Activity Maintains Property,part_of,Business Activity,Property Activity
1901,Business Activity,Business Activity Maintains Property,part_of,Business Activity,Maintenance Entry
1902,Business Activity,Corporate Action Lapse Date,part_of,Business Activity,Corporate Action
1903,Business Activity,Recording Individual,related,Involved Party,Individual
1904,Business Activity,Recording Individual,part_of,Business Activity,Recording Activity
1905,Business Activity,Suspicious Business Activity End Timestamp,part_of,Business Activity,Conduct Violation
1906,Business Activity,Suspicious Business Activity End Timestamp,part_of,Business Activity,Operating Activity
1907,Business Activity,Suspicious Business Activity End Timestamp,part_of,Business Activity,Arrangement Activity
1908,Business Activity,Suspicious Business Activity End Timestamp,part_of,Business Activity,Entry Activity
1909,Business Activity,Suspicious Business Activity End Timestamp,part_of,Business Activity,Product Activity
1910,Business Activity,Suspicious Business Activity End Timestamp,part_of,Business Activity,Audit Investigation
1911,Business Activity,Scheduled Arrangement Activity,related,Business Direction,Arrangement Activity Schedule
1912,Business Activity,Scheduled Arrangement Activity,part_of,Business Activity,Loan Drawdown
1913,Business Activity,Scheduled Arrangement Activity,part_of,Business Activity,Margin Call
1914,Business Activity,Scheduled Arrangement Activity,part_of,Business Activity,Arrangement Fee Activity
1915,Business Activity,Scheduled Arrangement Activity,part_of,Business Activity,Contractual Payment
1916,Business Activity,Scheduled Arrangement Activity,part_of,Business Activity,Periodic Loan Repayments
1917,Business Activity,Scheduled Arrangement Activity,part_of,Business Activity,Payment Card Payment
1918,Business Activity,Other Fee,part_of,Business Activity,Arrangement Activity
1919,Business Activity,Business Activity Expected End Date,part_of,Business Activity,Business Activity
1920,Business Activity,Business Activity Alternative Identifier Type,part_of,Business Activity,Business Activity Alternative Identification
1921,Business Activity,Price Effective Date,part_of,Business Activity,Price Activity
1922,Business Activity,Unconditional Date,part_of,Business Activity,Corporate Action
1923,Business Activity,Business Activity Actual Start Time,part_of,Business Activity,Business Activity
1924,Business Activity,Corporate Action Type,part_of,Business Activity,Corporate Action
1925,Business Activity,Duration Of Visit,part_of,Business Activity,Website Visit
1926,Business Activity,Campaign Type,part_of,Business Activity,Campaign
1927,Business Activity,Entry Activity Type,part_of,Business Activity,Entry Activity
1928,Business Activity,Terminate Activity Flag,part_of,Business Activity,Campaign Activity
1929,Business Activity,Business Activity Response Documentation,related,Documentation,Documentation
1930,Business Activity,Business Activity Response Documentation,part_of,Business Activity,Business Activity
1931,Business Activity,Campaign Activity Number,part_of,Business Activity,Campaign Activity
1932,Business Activity,Campaign,related,Business Activity,Arrangement Results From Campaign
1933,Business Activity,Campaign,related,Business Activity,Related Campaign
1934,Business Activity,Campaign,related,Business Activity,Campaign Deliverable
1935,Business Activity,Internal Campaign Type,part_of,Business Activity,Internal Campaign
1936,Business Activity,Property Associating Business Activity,related,Property,Property
1937,Business Activity,Property Associating Business Activity,part_of,Business Activity,Property Activity
1938,Business Activity,Property Associating Business Activity,part_of,Business Activity,Entry Activity
1939,Business Activity,Property Associating Business Activity,part_of,Business Activity,Service Operation
1940,Business Activity,Business Days Adjustment Count,part_of,Business Activity,Business Activity
1941,Business Activity,Occurrence Location,related,Location,Location
1942,Business Activity,Occurrence Location,part_of,Business Activity,Business Activity
1943,Business Activity,Business Activity Owner,related,Involved Party,Involved Party
1944,Business Activity,Business Activity Owner,part_of,Business Activity,Business Activity
1945,Business Activity,Posting Entry Date,part_of,Business Activity,Posting Entry
1946,Business Activity,Involved Party Conducting Business Activity,related,Involved Party,Involved Party
1947,Business Activity,Involved Party Conducting Business Activity,part_of,Business Activity,Business Activity
1948,Business Activity,Business Activity Affected Product,related,Product,Product
1949,Business Activity,Business Activity Affected Product,part_of,Business Activity,Campaign Activity
1950,Business Activity,Business Activity Affected Product,part_of,Business Activity,Marketing Activity
1951,Business Activity,Business Activity Affected Product,part_of,Business Activity,Business Review
1952,Business Activity,Business Activity Affected Product,part_of,Business Activity,Product Activity
1953,Business Activity,Business Activity Affected Product,part_of,Business Activity,Audit Investigation
1954,Business Activity,Business Activity Requesting Involved Party,related,Involved Party,Involved Party
1955,Business Activity,Business Activity Requesting Involved Party,part_of,Business Activity,Business Activity
1956,Business Activity,Change In Tier 1 Capital,part_of,Business Activity,Stress Testing
1957,Business Activity,Visit Start Time,part_of,Business Activity,Website Visit
1958,Business Activity,Business Activity Controlling Condition,related,Condition,Condition
1959,Business Activity,Business Activity Controlling Condition,part_of,Business Activity,Business Activity
1960,Business Activity,Monitoring Fee Amount,part_of,Business Activity,Service Operation
1961,Business Activity,Business Activity Life Cycle Status,part_of,Business Activity,Business Activity
1962,Business Activity,Override Date,part_of,Business Activity,Rating Activity
1963,Business Activity,Standing Election Instruction Flag,part_of,Business Activity,Corporate Action
1964,Business Activity,Campaign Code,part_of,Business Activity,Campaign
