path,name,description,description_vi
Business Scopes >> Payments Data,Payments Data,"A Business Scope that groups terms describing characteristics of inward and outward payments for the Financial Institution, the fees charged, thresholds, exchange rates, Payment Services Arrangements and Providers, instructions, origination and destination Financial Institutions, Clearing Institutions and involved Customers.

Attribution - Do Not Remove

This category contains content from ISO 4217 Currency Codes. ISO Standards: Copyright Internal Standards Organisation.

This category contains content from ISO 20022 Message Definitions and ISO 20022 External Code Sets.
This is not an official site for ISO 20022 Message Standards and External Code Sets. The sole source of up-to-date materials and information on ISO 20022 Message Standards, External Code Sets and Repository is https://www.iso20022.org/.

End of Attribution","[Auto] Phạm vi Kinh doanh bao gồm các thuật ngữ mô tả đặc điểm của các khoản thanh toán vào và ra cho Tổ chức Tài chính, các khoản phí được tính, ngưỡng, tỷ giá hối đoái, Nhà cung cấp và Thỏa thuận Dịch vụ Thanh toán, hướng dẫn, Tổ chức Tài chính khởi tạo và đích, Tổ chức Thanh toán bù trừ và Khách hàng liên quan.

Ghi công - Không xóa

Thể loại này chứa nội dung từ Mã tiền tệ ISO 4217. Tiêu chuẩn ISO: Tổ chức tiêu chuẩn nội bộ về bản quyền.

Danh mục này chứa nội dung từ Định nghĩa thông báo ISO 20022 và Bộ mã bên ngoài ISO 20022.
Đây không phải là trang web chính thức về Tiêu chuẩn thông báo ISO 20022 và Bộ mã bên ngoài. Nguồn tài liệu và thông tin cập nhật duy nhất về Tiêu chuẩn thông báo ISO 20022, Bộ mã bên ngoài và Kho lưu trữ là https://www.iso20022.org/.

Kết thúc ghi công"
Business Scopes >> Portfolio Assessment,Portfolio Assessment,"A Business Scope that specifies the main terms supporting the review and assessment of Portfolios with regard to investment amounts, exposures and loss, allowances and ratings based on the different types and reasons for the Portfolio. This Business Scope would support the overall Portfolio Management operation.","[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính hỗ trợ việc xem xét và đánh giá Danh mục đầu tư liên quan đến số tiền đầu tư, mức độ rủi ro và thua lỗ, trợ cấp và xếp hạng dựa trên các loại và lý do khác nhau cho Danh mục đầu tư. Phạm vi kinh doanh này sẽ hỗ trợ hoạt động Quản lý danh mục đầu tư tổng thể."
Business Scopes >> Social Media,Social Media,"A Scope which supports the Financial Institution in the analysis of Social Media. This Scope contains the data elements relating to Social Media, including Social Media Persona and Social Media Post.","[Auto] Phạm vi hỗ trợ Tổ chức tài chính trong việc phân tích Truyền thông xã hội. Phạm vi này chứa các thành phần dữ liệu liên quan đến Truyền thông xã hội, bao gồm Nhân vật trên mạng xã hội và Bài đăng trên mạng xã hội."
Business Scopes >> Systemic Risk,Systemic Risk,"Support for Systemic Risk as outlined in the 'National Institute of Finance Act of 2010', which states 'Systemic risk involves interactions among financial entities in addition to features of individual firms. Therefore, to understand and monitor the buildup of systemic risk in the financial system requires information about such interactions among institutions'.

Covers Funds and Securitization with an emphasis on Mortgages.","[Auto] Hỗ trợ cho Rủi ro Hệ thống như được nêu trong 'Đạo luật Viện Tài chính Quốc gia năm 2010', trong đó nêu rõ 'Rủi ro hệ thống liên quan đến sự tương tác giữa các tổ chức tài chính bên cạnh các đặc điểm của từng công ty. Vì vậy, để hiểu và giám sát sự tích tụ rủi ro hệ thống trong hệ thống tài chính cần có thông tin về những tương tác như vậy giữa các tổ chức'.

Bao gồm các quỹ và chứng khoán hóa với trọng tâm là thế chấp."
Business Scopes >> Transaction Management,Transaction Management,"A Business Scope that specifies the main terms involved in the management and review of transactions, supporting a operational areas responsible for transaction management. This Business Scope includes terms relating to communications, locations, accounting and financial markets transactions and their components, the arrangements effected by those transactions, the parties involved in the transactions.","[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính liên quan đến việc quản lý và xem xét các giao dịch, hỗ trợ các lĩnh vực hoạt động chịu trách nhiệm quản lý giao dịch. Phạm vi kinh doanh này bao gồm các điều khoản liên quan đến thông tin liên lạc, địa điểm, giao dịch thị trường tài chính và kế toán cũng như các thành phần của chúng, các thỏa thuận được thực hiện bởi các giao dịch đó, các bên liên quan đến giao dịch."
Business Scopes >> Wealth Management Support,Wealth Management Support,A Scope identifying terms in the Knowledge Accelerator for Financial Services (KAFS) vocabulary for supporting various Wealth Management scenarios.,[Auto] Phạm vi xác định các thuật ngữ trong từ vựng Công cụ tăng tốc kiến ​​thức cho dịch vụ tài chính (KAFS) để hỗ trợ các tình huống Quản lý tài sản khác nhau.
Business Scopes >> Wealth Management Support >> Wealth Management - Interaction,Wealth Management - Interaction,A Business Scope that specifies the main terms supporting the management and review of wealth client communications and transactions with the Financial Institution.,[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính hỗ trợ việc quản lý và xem xét các giao dịch và liên lạc của khách hàng giàu có với Tổ chức tài chính.
Business Scopes >> Wealth Management Support >> Wealth Management - Investment And Funds,Wealth Management - Investment And Funds,"A Business Scope that specifies the main terms supporting the management and review of wealth client financial information including investments, funds, fees, positions and balances.","[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính hỗ trợ việc quản lý và xem xét thông tin tài chính của khách hàng giàu có bao gồm các khoản đầu tư, quỹ, phí, vị thế và số dư."
Business Scopes >> Wealth Management Support >> Wealth Management - Wealth Client And Arrangement,Wealth Management - Wealth Client And Arrangement,"A Business Scope that specifies the main terms supporting the management and review of wealth client details, relationships and accounts.","[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính hỗ trợ việc quản lý và xem xét chi tiết, mối quan hệ và tài khoản của khách hàng giàu có."
Business Scopes >> Wealth Management Support >> Wealth Management Overview,Wealth Management Overview,"A high level overview Business Scope that specifies the main concept terms relating to the management and review of services, portfolios and arrangements offered to wealth clients.","[Auto] Tổng quan cấp cao Phạm vi kinh doanh chỉ rõ các thuật ngữ khái niệm chính liên quan đến việc quản lý và đánh giá các dịch vụ, danh mục đầu tư và các thỏa thuận được cung cấp cho khách hàng giàu có."
Business Scopes >> Wealth Management Support >> Wealth Management View,Wealth Management View,"A Business Scope that specifies the main terms supporting the management and review of services, portfolios and investment types offered and used by wealth clients. It includes terms detailing the different types of relationships a wealth client may have with fund managers, executors, family relationships, dependents and others. It also includes terms describing the exposure and profit and loss amounts for the wealth portfolios. This Business Scope would assist a wealth management user in building a profile of the characteristics of portfolios and client relationships to aid in the overall support of the wealth management business operation.","[Auto] Phạm vi kinh doanh nêu rõ các điều khoản chính hỗ trợ việc quản lý và xem xét các dịch vụ, danh mục đầu tư và loại hình đầu tư được cung cấp và sử dụng bởi các khách hàng giàu có. Nó bao gồm các điều khoản nêu chi tiết các loại mối quan hệ khác nhau mà một khách hàng giàu có có thể có với các nhà quản lý quỹ, người thực hiện, mối quan hệ gia đình, người phụ thuộc và những người khác. Nó cũng bao gồm các điều khoản mô tả mức độ rủi ro và số tiền lãi và lỗ cho danh mục tài sản. Phạm vi kinh doanh này sẽ hỗ trợ người dùng quản lý tài sản trong việc xây dựng hồ sơ về các đặc điểm của danh mục đầu tư và mối quan hệ khách hàng để hỗ trợ tổng thể cho hoạt động kinh doanh quản lý tài sản."
